Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
34,No,Travel_Rarely,678,'Research & Development',19,3,'Life Sciences',1,1701,2,Female,35,2,1,'Research Scientist',4,Married,2929,20338,1,Y,No,12,3,2,80,0,10,3,3,10,9,8,7
23,Yes,Travel_Rarely,427,Sales,7,3,'Life Sciences',1,1702,3,Male,99,3,1,'Sales Representative',4,Divorced,2275,25103,1,Y,Yes,21,4,2,80,1,3,2,3,3,2,0,2
44,No,Travel_Rarely,921,'Research & Development',2,3,'Life Sciences',1,1703,3,Female,96,4,3,'Healthcare Representative',4,Married,7879,14810,1,Y,Yes,19,3,2,80,1,9,2,3,8,7,6,7
35,No,Travel_Frequently,146,'Research & Development',2,4,Medical,1,1704,1,Male,79,2,1,'Research Scientist',4,Single,4930,13970,0,Y,Yes,14,3,3,80,0,6,2,4,5,4,1,4
43,No,Travel_Rarely,1179,Sales,2,3,Medical,1,1706,4,Male,73,3,2,'Sales Executive',4,Married,7847,6069,1,Y,Yes,17,3,1,80,1,10,3,3,10,9,8,8
24,No,Travel_Rarely,581,'Research & Development',9,3,Medical,1,1707,3,Male,62,4,1,'Research Scientist',3,Married,4401,17616,1,Y,No,16,3,4,80,1,5,1,3,5,3,0,4
41,No,Travel_Rarely,918,Sales,6,3,Marketing,1,1708,4,Male,35,3,3,'Sales Executive',3,Single,9241,15869,1,Y,No,12,3,2,80,0,10,3,3,10,8,8,7
29,No,Travel_Rarely,1082,'Research & Development',9,4,Medical,1,1709,4,Female,43,3,1,'Laboratory Technician',3,Married,2974,25412,9,Y,No,17,3,3,80,1,9,2,3,5,3,1,2
36,No,Travel_Rarely,530,Sales,2,4,'Life Sciences',1,1710,3,Female,51,3,2,'Sales Representative',4,Single,4502,7439,3,Y,No,15,3,3,80,0,17,2,2,13,7,6,7
45,No,Non-Travel,1238,'Research & Development',1,1,'Life Sciences',1,1712,3,Male,74,2,3,'Healthcare Representative',3,Married,10748,3395,3,Y,No,23,4,4,80,1,25,3,2,23,15,14,4
24,Yes,Travel_Rarely,240,'Human Resources',22,1,'Human Resources',1,1714,4,Male,58,1,1,'Human Resources',3,Married,1555,11585,1,Y,No,11,3,3,80,1,1,2,3,1,0,0,0
47,Yes,Travel_Frequently,1093,Sales,9,3,'Life Sciences',1,1716,3,Male,82,1,4,'Sales Executive',3,Married,12936,24164,7,Y,No,11,3,3,80,0,25,3,1,23,5,14,10
26,No,Travel_Rarely,390,'Research & Development',17,4,Medical,1,1718,4,Male,62,1,1,'Laboratory Technician',3,Married,2305,6217,1,Y,No,15,3,3,80,3,3,3,4,3,2,0,2
45,No,Travel_Rarely,1005,'Research & Development',28,2,'Technical Degree',1,1719,4,Female,48,2,4,'Research Director',2,Single,16704,17119,1,Y,No,11,3,3,80,0,21,2,3,21,6,8,6
32,No,Travel_Frequently,585,'Research & Development',10,3,'Life Sciences',1,1720,1,Male,56,3,1,'Research Scientist',3,Married,3433,17360,6,Y,No,13,3,1,80,1,10,3,2,5,2,1,3
31,No,Travel_Rarely,741,'Research & Development',2,4,'Life Sciences',1,1721,2,Male,69,3,1,'Laboratory Technician',3,Married,3477,18103,1,Y,No,14,3,4,80,1,6,2,4,5,2,0,3
41,No,Non-Travel,552,'Human Resources',4,3,'Human Resources',1,1722,3,Male,60,1,2,'Human Resources',2,Married,6430,20794,6,Y,No,19,3,2,80,1,10,4,3,3,2,1,2
40,No,Travel_Rarely,369,'Research & Development',8,2,'Life Sciences',1,1724,2,Female,92,3,2,'Manufacturing Director',1,Married,6516,5041,2,Y,Yes,16,3,2,80,1,18,3,3,1,0,0,0
24,No,Travel_Rarely,506,'Research & Development',29,1,Medical,1,1725,2,Male,91,3,1,'Laboratory Technician',1,Divorced,3907,3622,1,Y,No,13,3,2,80,3,6,2,4,6,2,1,2
46,No,Travel_Rarely,717,'Research & Development',13,4,'Life Sciences',1,1727,3,Male,34,3,2,'Healthcare Representative',2,Single,5562,9697,6,Y,No,14,3,4,80,0,19,3,3,10,7,0,9
35,No,Travel_Rarely,1370,'Research & Development',27,4,'Life Sciences',1,1728,4,Male,49,3,2,'Manufacturing Director',3,Married,6883,5151,2,Y,No,16,3,2,80,1,17,3,3,7,7,0,7
30,No,Travel_Rarely,793,'Research & Development',16,1,'Life Sciences',1,1729,2,Male,33,3,1,'Research Scientist',4,Married,2862,3811,1,Y,No,12,3,2,80,1,10,2,2,10,0,0,8
47,No,Non-Travel,543,Sales,2,4,Marketing,1,1731,3,Male,87,3,2,'Sales Executive',2,Married,4978,3536,7,Y,No,11,3,4,80,1,4,3,1,1,0,0,0
46,No,Travel_Rarely,1277,Sales,2,3,'Life Sciences',1,1732,3,Male,74,3,3,'Sales Executive',4,Divorced,10368,5596,4,Y,Yes,12,3,2,80,1,13,5,2,10,6,0,3
36,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,1,1733,2,Male,96,2,2,'Sales Executive',1,Divorced,6134,8658,5,Y,Yes,13,3,2,80,3,16,3,3,2,2,2,2
32,Yes,Travel_Rarely,964,Sales,1,2,'Life Sciences',1,1734,1,Male,34,1,2,'Sales Executive',2,Single,6735,12147,6,Y,No,15,3,2,80,0,10,2,3,0,0,0,0
23,No,Travel_Rarely,160,'Research & Development',4,1,Medical,1,1735,3,Female,51,3,1,'Laboratory Technician',2,Single,3295,12862,1,Y,No,13,3,3,80,0,3,3,1,3,2,1,2
31,No,Travel_Frequently,163,'Research & Development',24,1,'Technical Degree',1,1736,4,Female,30,3,2,'Manufacturing Director',4,Single,5238,6670,2,Y,No,20,4,4,80,0,9,3,2,5,4,1,4
39,No,Non-Travel,792,'Research & Development',1,3,'Life Sciences',1,1737,4,Male,77,3,2,'Laboratory Technician',4,Married,6472,8989,1,Y,Yes,15,3,4,80,1,9,2,3,9,8,5,8
32,No,Travel_Rarely,371,Sales,19,3,'Life Sciences',1,1739,4,Male,80,1,3,'Sales Executive',3,Married,9610,3840,3,Y,No,13,3,3,80,1,10,2,1,4,3,0,2
40,No,Travel_Rarely,611,Sales,7,4,Medical,1,1740,2,Male,88,3,5,Manager,2,Single,19833,4349,1,Y,No,14,3,2,80,0,21,3,2,21,8,12,8
45,No,Travel_Rarely,176,'Human Resources',4,3,'Life Sciences',1,1744,3,Female,56,1,3,'Human Resources',3,Married,9756,6595,4,Y,No,21,4,3,80,2,9,2,4,5,0,0,3
30,No,Travel_Frequently,1312,'Research & Development',2,4,'Technical Degree',1,1745,4,Female,78,2,1,'Research Scientist',1,Single,4968,26427,0,Y,No,16,3,4,80,0,10,2,3,9,7,0,7
24,No,Travel_Frequently,897,'Human Resources',10,3,Medical,1,1746,1,Male,59,3,1,'Human Resources',4,Married,2145,2097,0,Y,No,14,3,4,80,1,3,2,3,2,2,2,1
30,Yes,Travel_Frequently,600,'Human Resources',8,3,'Human Resources',1,1747,3,Female,66,2,1,'Human Resources',4,Divorced,2180,9732,6,Y,No,11,3,3,80,1,6,0,2,4,2,1,2
31,No,Travel_Rarely,1003,Sales,5,3,'Technical Degree',1,1749,1,Male,51,3,2,'Sales Executive',3,Married,8346,20943,1,Y,No,19,3,3,80,1,6,3,3,5,2,0,2
27,No,Travel_Rarely,1054,'Research & Development',8,3,Medical,1,1751,3,Female,67,3,1,'Research Scientist',4,Single,3445,6152,1,Y,No,11,3,3,80,0,6,5,2,6,2,1,4
29,Yes,Travel_Rarely,428,Sales,9,3,Marketing,1,1752,2,Female,52,1,1,'Sales Representative',2,Single,2760,14630,1,Y,No,13,3,3,80,0,2,3,3,2,2,2,2
29,No,Travel_Frequently,461,'Research & Development',1,3,'Life Sciences',1,1753,4,Male,70,4,2,'Healthcare Representative',3,Single,6294,23060,8,Y,Yes,12,3,4,80,0,10,5,4,3,2,0,2
30,No,Travel_Rarely,979,Sales,15,2,Marketing,1,1754,3,Male,94,2,3,'Sales Executive',1,Divorced,7140,3088,2,Y,No,11,3,1,80,1,12,2,3,7,7,1,7
34,No,Travel_Rarely,181,'Research & Development',2,4,Medical,1,1755,4,Male,97,4,1,'Research Scientist',4,Married,2932,5586,0,Y,Yes,14,3,1,80,3,6,3,3,5,0,1,2
33,No,Non-Travel,1283,Sales,2,3,Marketing,1,1756,4,Female,62,3,2,'Sales Executive',2,Single,5147,10697,8,Y,No,15,3,4,80,0,13,2,2,11,7,1,7
49,No,Travel_Rarely,1313,Sales,11,4,Marketing,1,1757,4,Female,80,3,2,'Sales Executive',4,Single,4507,8191,3,Y,No,12,3,3,80,0,8,1,4,5,1,0,4
33,Yes,Travel_Rarely,211,Sales,16,3,'Life Sciences',1,1758,1,Female,74,3,3,'Sales Executive',1,Single,8564,10092,2,Y,Yes,20,4,3,80,0,11,2,2,0,0,0,0
38,No,Travel_Frequently,594,'Research & Development',2,2,Medical,1,1760,3,Female,75,2,1,'Laboratory Technician',2,Married,2468,15963,4,Y,No,14,3,2,80,1,9,4,2,6,1,0,5
31,Yes,Travel_Rarely,1079,Sales,16,4,Marketing,1,1761,1,Male,70,3,3,'Sales Executive',3,Married,8161,19002,2,Y,No,13,3,1,80,3,10,2,3,1,0,0,0
29,No,Travel_Rarely,590,'Research & Development',4,3,'Technical Degree',1,1762,4,Female,91,2,1,'Research Scientist',1,Divorced,2109,10007,1,Y,No,13,3,3,80,1,1,2,3,1,0,0,0
30,No,Travel_Rarely,305,'Research & Development',16,3,'Life Sciences',1,1763,3,Male,58,4,2,'Healthcare Representative',3,Married,5294,9128,3,Y,No,16,3,3,80,1,10,3,3,7,0,1,7
32,No,Non-Travel,953,'Research & Development',5,4,'Technical Degree',1,1764,2,Male,65,3,1,'Research Scientist',2,Single,2718,17674,2,Y,No,14,3,2,80,0,12,3,3,7,7,0,7
38,No,Travel_Rarely,833,'Research & Development',18,3,Medical,1,1766,2,Male,60,1,2,'Healthcare Representative',4,Married,5811,24539,3,Y,Yes,16,3,3,80,1,15,2,3,1,0,1,0
43,Yes,Travel_Frequently,807,'Research & Development',17,3,'Technical Degree',1,1767,3,Male,38,2,1,'Research Scientist',3,Married,2437,15587,9,Y,Yes,16,3,4,80,1,6,4,3,1,0,0,0
42,No,Travel_Rarely,855,'Research & Development',12,3,Medical,1,1768,2,Male,57,3,1,'Laboratory Technician',2,Divorced,2766,8952,8,Y,No,22,4,2,80,3,7,6,2,5,3,0,4
55,No,Travel_Rarely,478,'Research & Development',2,3,Medical,1,1770,3,Male,60,2,5,'Research Director',1,Married,19038,19805,8,Y,No,12,3,2,80,3,34,2,3,1,0,0,0
33,No,Non-Travel,775,'Research & Development',4,3,'Technical Degree',1,1771,4,Male,90,3,2,'Research Scientist',2,Divorced,3055,6194,5,Y,No,15,3,4,80,2,11,2,2,9,8,1,7
41,No,Travel_Rarely,548,'Research & Development',9,4,'Life Sciences',1,1772,3,Male,94,3,1,'Laboratory Technician',1,Divorced,2289,20520,1,Y,No,20,4,2,80,2,5,2,3,5,3,0,4
34,No,Non-Travel,1375,Sales,10,3,'Life Sciences',1,1774,4,Male,87,3,2,'Sales Executive',3,Divorced,4001,12313,1,Y,Yes,14,3,3,80,1,15,3,3,15,14,0,7
53,No,Non-Travel,661,'Research & Development',1,4,Medical,1,1775,1,Female,60,2,4,'Manufacturing Director',3,Married,12965,22308,4,Y,Yes,20,4,4,80,3,27,2,2,3,2,0,2
43,No,Travel_Rarely,244,'Human Resources',2,3,'Life Sciences',1,1778,2,Male,97,3,1,'Human Resources',4,Single,3539,5033,0,Y,No,13,3,2,80,0,10,5,3,9,7,1,8
34,No,Travel_Rarely,511,Sales,3,2,'Life Sciences',1,1779,4,Female,32,1,2,'Sales Executive',4,Single,6029,25353,5,Y,No,12,3,1,80,0,6,3,3,2,2,2,2
21,Yes,Travel_Rarely,337,Sales,7,1,Marketing,1,1780,2,Male,31,3,1,'Sales Representative',2,Single,2679,4567,1,Y,No,13,3,2,80,0,1,3,3,1,0,1,0
38,No,Travel_Rarely,1153,'Research & Development',6,2,Other,1,1782,4,Female,40,2,1,'Laboratory Technician',3,Married,3702,16376,1,Y,No,11,3,2,80,1,5,3,3,5,4,0,4
22,Yes,Travel_Rarely,1294,'Research & Development',8,1,Medical,1,1783,3,Female,79,3,1,'Laboratory Technician',1,Married,2398,15999,1,Y,Yes,17,3,3,80,0,1,6,3,1,0,0,0
31,No,Travel_Rarely,196,Sales,29,4,Marketing,1,1784,1,Female,91,2,2,'Sales Executive',4,Married,5468,13402,1,Y,No,14,3,1,80,2,13,3,3,12,7,5,7
51,No,Travel_Rarely,942,'Research & Development',3,3,'Technical Degree',1,1786,1,Female,53,3,3,Manager,3,Married,13116,22984,2,Y,No,11,3,4,80,0,15,2,3,2,2,2,2
37,No,Travel_Rarely,589,Sales,9,2,Marketing,1,1787,2,Male,46,2,2,'Sales Executive',2,Married,4189,8800,1,Y,No,14,3,1,80,2,5,2,3,5,2,0,3
46,No,Travel_Rarely,734,'Research & Development',2,4,Medical,1,1789,3,Male,46,3,5,'Research Director',4,Divorced,19328,14218,7,Y,Yes,17,3,3,80,1,24,3,3,2,1,2,2
36,No,Travel_Rarely,1383,'Research & Development',10,3,'Life Sciences',1,1790,4,Male,90,3,3,'Healthcare Representative',1,Married,8321,25949,7,Y,Yes,13,3,4,80,1,15,1,3,12,8,5,7
44,Yes,Travel_Frequently,429,'Research & Development',1,2,Medical,1,1792,3,Male,99,3,1,'Research Scientist',2,Divorced,2342,11092,1,Y,Yes,12,3,3,80,3,6,2,2,5,3,2,3
37,No,Travel_Rarely,1239,'Human Resources',8,2,Other,1,1794,3,Male,89,3,2,'Human Resources',2,Divorced,4071,12832,2,Y,No,13,3,3,80,0,19,4,2,10,0,4,7
35,Yes,Travel_Rarely,303,Sales,27,3,'Life Sciences',1,1797,3,Male,84,3,2,'Sales Executive',4,Single,5813,13492,1,Y,Yes,18,3,4,80,0,10,2,3,10,7,7,7
33,No,Travel_Rarely,867,'Research & Development',8,4,'Life Sciences',1,1798,4,Male,90,4,1,'Research Scientist',1,Married,3143,6076,6,Y,No,19,3,2,80,1,14,1,3,10,8,7,6
28,No,Travel_Rarely,1181,'Research & Development',1,3,'Life Sciences',1,1799,3,Male,82,3,1,'Research Scientist',4,Married,2044,5531,1,Y,No,11,3,3,80,1,5,6,4,5,3,0,3
39,No,Travel_Rarely,1253,'Research & Development',10,1,Medical,1,1800,3,Male,65,3,3,'Research Director',3,Single,13464,7914,7,Y,No,21,4,3,80,0,9,3,3,4,3,2,2
46,No,Non-Travel,849,Sales,26,2,'Life Sciences',1,1801,2,Male,98,2,2,'Sales Executive',2,Single,7991,25166,8,Y,No,15,3,3,80,0,6,3,3,2,2,2,2
40,No,Travel_Rarely,616,'Research & Development',2,2,'Life Sciences',1,1802,3,Female,99,3,1,'Laboratory Technician',1,Married,3377,25605,4,Y,No,17,3,4,80,1,7,5,2,4,3,0,2
42,No,Travel_Rarely,1128,'Research & Development',13,3,Medical,1,1803,2,Male,95,4,2,'Healthcare Representative',1,Married,5538,5696,5,Y,No,18,3,3,80,2,10,2,2,0,0,0,0
35,No,Non-Travel,1180,'Research & Development',2,2,Medical,1,1804,2,Male,90,3,2,'Manufacturing Director',4,Divorced,5762,24442,2,Y,No,14,3,3,80,1,15,6,3,7,7,1,7
38,No,Non-Travel,1336,'Human Resources',2,3,'Human Resources',1,1805,1,Male,100,3,1,'Human Resources',2,Divorced,2592,7129,5,Y,No,13,3,4,80,3,13,3,3,11,10,3,8
34,Yes,Travel_Frequently,234,'Research & Development',9,4,'Life Sciences',1,1807,4,Male,93,3,2,'Laboratory Technician',1,Married,5346,6208,4,Y,No,17,3,3,80,1,11,3,2,7,1,0,7
37,Yes,Travel_Rarely,370,'Research & Development',10,4,Medical,1,1809,4,Male,58,3,2,'Manufacturing Director',1,Single,4213,4992,1,Y,No,15,3,2,80,0,10,4,1,10,3,0,8
39,No,Travel_Frequently,766,Sales,20,3,'Life Sciences',1,1812,3,Male,83,3,2,'Sales Executive',4,Divorced,4127,19188,2,Y,No,18,3,4,80,1,7,6,3,2,1,2,2
43,No,Non-Travel,343,'Research & Development',9,3,'Life Sciences',1,1813,1,Male,52,3,1,'Research Scientist',3,Single,2438,24978,4,Y,No,13,3,3,80,0,7,2,2,3,2,1,2
41,No,Travel_Rarely,447,'Research & Development',5,3,'Life Sciences',1,1814,2,Male,85,4,2,'Healthcare Representative',2,Single,6870,15530,3,Y,No,12,3,1,80,0,11,3,1,3,2,1,2
41,No,Travel_Rarely,796,Sales,4,1,Marketing,1,1815,3,Female,81,3,3,'Sales Executive',3,Divorced,10447,26458,0,Y,Yes,13,3,4,80,1,23,3,4,22,14,13,5
30,No,Travel_Rarely,1092,'Research & Development',10,3,Medical,1,1816,1,Female,64,3,3,'Manufacturing Director',3,Single,9667,2739,9,Y,No,14,3,2,80,0,9,3,3,7,7,0,2
26,Yes,Travel_Rarely,920,'Human Resources',20,2,Medical,1,1818,4,Female,69,3,1,'Human Resources',2,Married,2148,6889,0,Y,Yes,11,3,3,80,0,6,3,3,5,1,1,4
46,Yes,Travel_Rarely,261,'Research & Development',21,2,Medical,1,1821,4,Female,66,3,2,'Healthcare Representative',2,Married,8926,10842,4,Y,No,22,4,4,80,1,13,2,4,9,7,3,7
40,No,Travel_Rarely,1194,'Research & Development',1,3,'Life Sciences',1,1822,3,Female,52,3,2,'Healthcare Representative',4,Divorced,6513,9060,4,Y,No,17,3,4,80,1,12,3,3,5,3,0,3
34,No,Travel_Rarely,810,Sales,8,2,'Technical Degree',1,1823,2,Male,92,4,2,'Sales Executive',3,Married,6799,22128,1,Y,No,21,4,3,80,2,10,5,3,10,8,4,8
58,No,Non-Travel,350,Sales,2,3,Medical,1,1824,2,Male,52,3,4,Manager,2,Divorced,16291,22577,4,Y,No,22,4,4,80,1,37,0,2,16,9,14,14
35,No,Travel_Rarely,185,'Research & Development',23,4,Medical,1,1826,2,Male,91,1,1,'Laboratory Technician',3,Married,2705,9696,0,Y,No,16,3,2,80,1,6,2,4,5,4,0,3
47,No,Travel_Rarely,1001,'Research & Development',4,3,'Life Sciences',1,1827,3,Female,92,2,3,'Manufacturing Director',2,Divorced,10333,19271,8,Y,Yes,12,3,3,80,1,28,4,3,22,11,14,10
40,No,Travel_Rarely,750,'Research & Development',12,3,'Life Sciences',1,1829,2,Female,47,3,2,'Healthcare Representative',1,Divorced,4448,10748,2,Y,No,12,3,2,80,1,15,3,3,7,4,7,7
54,No,Travel_Rarely,431,'Research & Development',7,4,Medical,1,1830,4,Female,68,3,2,'Research Scientist',4,Married,6854,15696,4,Y,No,15,3,2,80,1,14,2,2,7,1,1,7
31,No,Travel_Frequently,1125,Sales,7,4,Marketing,1,1833,1,Female,68,3,3,'Sales Executive',1,Married,9637,8277,2,Y,No,14,3,4,80,2,9,3,3,3,2,2,2
28,No,Travel_Rarely,1217,'Research & Development',1,3,Medical,1,1834,3,Female,67,3,1,'Research Scientist',1,Married,3591,12719,1,Y,No,25,4,3,80,1,3,3,3,3,2,1,2
38,No,Travel_Rarely,723,Sales,2,4,Marketing,1,1835,2,Female,77,1,2,'Sales Representative',4,Married,5405,4244,2,Y,Yes,20,4,1,80,2,20,4,2,4,2,0,3
26,No,Travel_Rarely,572,Sales,10,3,Medical,1,1836,3,Male,46,3,2,'Sales Executive',4,Single,4684,9125,1,Y,No,13,3,1,80,0,5,4,3,5,3,1,2
58,No,Travel_Frequently,1216,'Research & Development',15,4,'Life Sciences',1,1837,1,Male,87,3,4,'Research Director',3,Married,15787,21624,2,Y,Yes,14,3,2,80,0,23,3,3,2,2,2,2
18,No,Non-Travel,1431,'Research & Development',14,3,Medical,1,1839,2,Female,33,3,1,'Research Scientist',3,Single,1514,8018,1,Y,No,16,3,3,80,0,0,4,1,0,0,0,0
31,Yes,Travel_Rarely,359,'Human Resources',18,5,'Human Resources',1,1842,4,Male,89,4,1,'Human Resources',1,Married,2956,21495,0,Y,No,17,3,3,80,0,2,4,3,1,0,0,0
29,Yes,Travel_Rarely,350,'Human Resources',13,3,'Human Resources',1,1844,1,Male,56,2,1,'Human Resources',1,Divorced,2335,3157,4,Y,Yes,15,3,4,80,3,4,3,3,2,2,2,0
45,No,Non-Travel,589,Sales,2,4,'Life Sciences',1,1845,3,Female,67,3,2,'Sales Executive',3,Married,5154,19665,4,Y,No,22,4,2,80,2,10,3,4,8,7,5,7
36,No,Travel_Rarely,430,'Research & Development',2,4,Other,1,1847,4,Female,73,3,2,'Research Scientist',2,Married,6962,19573,4,Y,Yes,22,4,4,80,1,15,2,3,1,0,0,0
43,No,Travel_Frequently,1422,Sales,2,4,'Life Sciences',1,1849,1,Male,92,3,2,'Sales Executive',4,Married,5675,19246,1,Y,No,20,4,3,80,1,7,5,3,7,7,7,7
27,No,Travel_Frequently,1297,'Research & Development',5,2,'Life Sciences',1,1850,4,Female,53,3,1,'Laboratory Technician',4,Single,2379,19826,0,Y,Yes,14,3,3,80,0,6,3,2,5,4,0,2
29,No,Travel_Frequently,574,'Research & Development',20,1,Medical,1,1852,4,Male,40,3,1,'Laboratory Technician',4,Married,3812,7003,1,Y,No,13,3,2,80,0,11,3,4,11,8,3,10
32,No,Travel_Frequently,1318,Sales,10,4,Marketing,1,1853,4,Male,79,3,2,'Sales Executive',4,Single,4648,26075,8,Y,No,13,3,3,80,0,4,2,4,0,0,0,0
42,No,Non-Travel,355,'Research & Development',10,4,'Technical Degree',1,1854,3,Male,38,3,1,'Research Scientist',3,Married,2936,6161,3,Y,No,22,4,2,80,2,10,1,2,6,3,3,3
47,No,Travel_Rarely,207,'Research & Development',9,4,'Life Sciences',1,1856,2,Female,64,3,1,'Laboratory Technician',3,Single,2105,5411,4,Y,No,12,3,3,80,0,7,2,3,2,2,2,0
46,No,Travel_Rarely,706,'Research & Development',2,2,'Life Sciences',1,1857,4,Male,82,3,3,'Manufacturing Director',4,Divorced,8578,19989,3,Y,No,14,3,3,80,1,12,4,2,9,8,4,7
28,No,Non-Travel,280,'Human Resources',1,2,'Life Sciences',1,1858,3,Male,43,3,1,'Human Resources',4,Divorced,2706,10494,1,Y,No,15,3,2,80,1,3,2,3,3,2,2,2
29,No,Travel_Rarely,726,'Research & Development',29,1,'Life Sciences',1,1859,4,Male,93,1,2,'Healthcare Representative',3,Divorced,6384,21143,8,Y,No,17,3,4,80,2,11,3,3,7,0,1,6
42,No,Travel_Rarely,1142,'Research & Development',8,3,'Life Sciences',1,1860,4,Male,81,3,1,'Laboratory Technician',3,Single,3968,13624,4,Y,No,13,3,4,80,0,8,3,3,0,0,0,0
32,Yes,Travel_Rarely,414,Sales,2,4,Marketing,1,1862,3,Male,82,2,2,'Sales Executive',2,Single,9907,26186,7,Y,Yes,12,3,3,80,0,7,3,2,2,2,2,2
46,No,Travel_Rarely,1319,Sales,3,3,'Technical Degree',1,1863,1,Female,45,4,4,'Sales Executive',1,Divorced,13225,7739,2,Y,No,12,3,4,80,1,25,5,3,19,17,2,8
27,No,Travel_Rarely,728,Sales,23,1,Medical,1,1864,2,Female,36,2,2,'Sales Representative',3,Married,3540,7018,1,Y,No,21,4,4,80,1,9,5,3,9,8,5,8
29,No,Travel_Rarely,352,'Human Resources',6,1,Medical,1,1865,4,Male,87,2,1,'Human Resources',2,Married,2804,15434,1,Y,No,11,3,4,80,0,1,3,3,1,0,0,0
43,No,Travel_Rarely,823,'Research & Development',6,3,Medical,1,1866,1,Female,81,2,5,Manager,3,Married,19392,22539,7,Y,No,13,3,4,80,0,21,2,3,16,12,6,14
48,No,Travel_Rarely,1224,'Research & Development',10,3,'Life Sciences',1,1867,4,Male,91,2,5,'Research Director',2,Married,19665,13583,4,Y,No,12,3,4,80,0,29,3,3,22,10,12,9
29,Yes,Travel_Frequently,459,'Research & Development',24,2,'Life Sciences',1,1868,4,Male,73,2,1,'Research Scientist',4,Single,2439,14753,1,Y,Yes,24,4,2,80,0,1,3,2,1,0,1,0
46,Yes,Travel_Rarely,1254,Sales,10,3,'Life Sciences',1,1869,3,Female,64,3,3,'Sales Executive',2,Married,7314,14011,5,Y,No,21,4,3,80,3,14,2,3,8,7,0,7
27,No,Travel_Frequently,1131,'Research & Development',15,3,'Life Sciences',1,1870,4,Female,77,2,1,'Research Scientist',1,Married,4774,23844,0,Y,No,19,3,4,80,1,8,2,2,7,6,7,3
39,No,Travel_Rarely,835,'Research & Development',19,4,Other,1,1871,4,Male,41,3,2,'Research Scientist',4,Divorced,3902,5141,8,Y,No,14,3,2,80,3,7,2,3,2,2,2,2
55,No,Travel_Rarely,836,'Research & Development',2,4,'Technical Degree',1,1873,2,Male,98,2,1,'Research Scientist',4,Married,2662,7975,8,Y,No,20,4,2,80,1,19,2,4,5,2,0,4
28,No,Travel_Rarely,1172,Sales,3,3,Medical,1,1875,2,Female,78,3,1,'Sales Representative',2,Married,2856,3692,1,Y,No,19,3,4,80,1,1,3,3,1,0,0,0
30,Yes,Travel_Rarely,945,Sales,9,3,Medical,1,1876,2,Male,89,3,1,'Sales Representative',4,Single,1081,16019,1,Y,No,13,3,3,80,0,1,3,2,1,0,0,0
22,Yes,Travel_Rarely,391,'Research & Development',7,1,'Life Sciences',1,1878,4,Male,75,3,1,'Research Scientist',2,Single,2472,26092,1,Y,Yes,23,4,1,80,0,1,2,3,1,0,0,0
36,No,Travel_Rarely,1266,Sales,10,4,'Technical Degree',1,1880,2,Female,63,2,2,'Sales Executive',3,Married,5673,6060,1,Y,Yes,13,3,1,80,1,10,4,3,10,9,1,7
31,No,Travel_Rarely,311,'Research & Development',20,3,'Life Sciences',1,1881,2,Male,89,3,2,'Laboratory Technician',3,Divorced,4197,18624,1,Y,No,11,3,1,80,1,10,2,3,10,8,0,2
34,No,Travel_Rarely,1480,Sales,4,3,'Life Sciences',1,1882,3,Male,64,3,3,'Sales Executive',4,Married,9713,24444,2,Y,Yes,13,3,4,80,3,9,3,3,5,3,1,0
29,No,Travel_Rarely,592,'Research & Development',7,3,'Life Sciences',1,1883,4,Male,59,3,1,'Laboratory Technician',1,Single,2062,19384,3,Y,No,14,3,2,80,0,11,2,3,3,2,1,2
37,No,Travel_Rarely,783,'Research & Development',7,4,Medical,1,1885,4,Male,78,3,2,'Research Scientist',1,Married,4284,13588,5,Y,Yes,22,4,3,80,1,16,2,3,5,3,0,4
35,No,Travel_Rarely,219,'Research & Development',16,2,Other,1,1886,4,Female,44,2,2,'Manufacturing Director',2,Married,4788,25388,0,Y,Yes,11,3,4,80,0,4,2,3,3,2,0,2
45,No,Travel_Rarely,556,'Research & Development',25,2,'Life Sciences',1,1888,2,Female,93,2,2,'Manufacturing Director',4,Married,5906,23888,0,Y,No,13,3,4,80,2,10,2,2,9,8,3,8
36,No,Travel_Frequently,1213,'Human Resources',2,1,'Human Resources',1,1890,2,Male,94,2,2,'Human Resources',4,Single,3886,4223,1,Y,No,21,4,4,80,0,10,2,2,10,1,0,8
40,No,Travel_Rarely,1137,'Research & Development',1,4,'Life Sciences',1,1892,1,Male,98,3,4,Manager,1,Divorced,16823,18991,2,Y,No,11,3,1,80,1,22,3,3,19,7,11,16
26,No,Travel_Rarely,482,'Research & Development',1,2,'Life Sciences',1,1893,2,Female,90,2,1,'Research Scientist',3,Married,2933,14908,1,Y,Yes,13,3,3,80,1,1,3,2,1,0,1,0
